PDBID,HBOND_LIG_SC,HBOND:LIG_MC,HBOND:SC_LIG,HBOND:MC_LIG,VDW:LIG_SC,VDW:LIG_MC,VDW:SC_LIG,VDW:MC_LIG,HBOND_LIG_SC2 normal,HBOND:LIG_MC3 normal,HBOND:SC_LIG4 normal,HBOND:MC_LIG5 normal,VDW:LIG_SC6 normal,VDW:LIG_MC7 normal,VDW:SC_LIG8 normal,VDW:MC_LIG9 normal
4JI7,0,87,0,0,99,4,0,0,0,0.457894737,0,0,0.521052632,0.021052632,0,0
4JI8,0,85,0,0,90,7,0,0,0,0.467032967,0,0,0.494505495,0.038461538,0,0
4JK0,0,0,0,3,0,0,3,0,0,0,0,0.5,0,0,0.5,0
4JNG,0,8,0,0,56,0,0,0,0,0.125,0,0,0.875,0,0,0
4JNX,0,0,0,1,0,0,16,0,0,0,0,0.058823529,0,0,0.941176471,0
4JV5,0,96,0,0,92,6,0,0,0,0.494845361,0,0,0.474226804,0.030927835,0,0
4JVH,0,0,0,2,0,0,6,1,0,0,0,0.222222222,0,0,0.666666667,0.111111111
4JVY,0,0,0,5,0,0,15,2,0,0,0,0.227272727,0,0,0.681818182,0.090909091
4JXX,0,0,0,6,0,0,14,1,0,0,0,0.285714286,0,0,0.666666667,0.047619048
4JXZ,0,0,0,5,0,0,14,0,0,0,0,0.263157895,0,0,0.736842105,0
4JYA,0,97,0,0,102,6,0,0,0,0.473170732,0,0,0.497560976,0.029268293,0,0
4JYZ,0,0,0,5,0,0,15,0,0,0,0,0.25,0,0,0.75,0
4JZV,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
4K0K,0,96,0,0,98,4,0,0,0,0.484848485,0,0,0.494949495,0.02020202,0,0
4K4S,0,0,0,11,0,0,12,0,0,0,0,0.47826087,0,0,0.52173913,0
4K4T,0,0,0,11,0,0,11,0,0,0,0,0.5,0,0,0.5,0
4K4U,0,0,0,6,0,0,6,2,0,0,0,0.428571429,0,0,0.428571429,0.142857143
4K4V,0,0,0,10,0,0,4,0,0,0,0,0.714285714,0,0,0.285714286,0
4K4W,0,0,0,7,0,0,9,2,0,0,0,0.388888889,0,0,0.5,0.111111111
4K4X,0,0,0,24,0,0,32,0,0,0,0,0.428571429,0,0,0.571428571,0
4K4Y,0,0,0,16,0,0,35,0,0,0,0,0.31372549,0,0,0.68627451,0
4K4Z,0,0,0,23,0,0,34,0,0,0,0,0.403508772,0,0,0.596491228,0
4K50,0,2,0,25,0,0,30,0,0,0.035087719,0,0.438596491,0,0,0.526315789,0
4KHP,0,101,0,0,102,6,0,0,0,0.483253589,0,0,0.488038278,0.028708134,0,0
4KJI,0,0,0,9,0,0,26,0,0,0,0,0.257142857,0,0,0.742857143,0
4KNQ,0,2,0,0,2,0,0,0,0,0.5,0,0,0.5,0,0,0
4KQ0,0,0,0,0,3,0,7,0,0,0,0,0,0.3,0,0.7,0
4KR2,0,0,0,1,0,0,10,0,0,0,0,0.090909091,0,0,0.909090909,0
4KR3,0,0,0,1,0,0,10,0,0,0,0,0.090909091,0,0,0.909090909,0
4KR6,0,0,0,6,0,0,14,2,0,0,0,0.272727273,0,0,0.636363636,0.090909091
4KR7,0,0,0,4,0,0,10,0,0,0,0,0.285714286,0,0,0.714285714,0
4KR9,0,0,0,3,0,0,11,1,0,0,0,0.2,0,0,0.733333333,0.066666667
4KRE,0,0,0,7,0,0,16,0,0,0,0,0.304347826,0,0,0.695652174,0
4KRF,0,0,0,9,0,0,14,0,0,0,0,0.391304348,0,0,0.608695652,0
4KTG,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
4KVB,0,70,0,0,72,6,0,0,0,0.472972973,0,0,0.486486486,0.040540541,0,0
4KXT,0,0,0,8,0,0,12,1,0,0,0,0.380952381,0,0,0.571428571,0.047619048
4KZD,0,0,0,1,0,0,14,0,0,0,0,0.066666667,0,0,0.933333333,0
4KZE,0,0,0,1,0,0,14,0,0,0,0,0.066666667,0,0,0.933333333,0
4KZX,0,1,0,113,4,1,212,18,0,0.00286533,0,0.323782235,0.011461318,0.00286533,0.607449857,0.051575931
4KZY,0,0,0,113,4,2,211,17,0,0,0,0.325648415,0.011527378,0.005763689,0.608069164,0.048991354
4KZZ,0,1,0,116,3,4,208,17,0,0.00286533,0,0.332378223,0.008595989,0.011461318,0.595988539,0.048710602
4L8H,0,0,0,2,0,0,7,0,0,0,0,0.222222222,0,0,0.777777778,0
4L8R,0,12,0,0,24,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
4LCK,0,0,0,7,0,0,3,0,0,0,0,0.7,0,0,0.3,0
4LF4,0,89,0,0,102,5,0,0,0,0.454081633,0,0,0.520408163,0.025510204,0,0
4LF5,0,82,0,0,88,5,0,0,0,0.468571429,0,0,0.502857143,0.028571429,0,0
4LF6,0,86,0,0,107,4,0,0,0,0.436548223,0,0,0.543147208,0.020304569,0,0
4LF7,0,82,0,0,102,5,0,0,0,0.433862434,0,0,0.53968254,0.026455026,0,0
4LF8,0,82,0,0,102,5,0,0,0,0.433862434,0,0,0.53968254,0.026455026,0,0
4LF9,0,84,0,0,103,5,0,0,0,0.4375,0,0,0.536458333,0.026041667,0,0
4LFA,0,82,0,0,91,4,0,0,0,0.463276836,0,0,0.514124294,0.02259887,0,0
4LFB,0,87,0,0,101,5,0,0,0,0.450777202,0,0,0.523316062,0.025906736,0,0
4LFC,0,81,0,0,100,5,0,0,0,0.435483871,0,0,0.537634409,0.02688172,0,0
4LG2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
4LGT,1,0,46,14,2,0,17,2,0.012195122,0,0.56097561,0.170731707,0.024390244,0,0.207317073,0.024390244
4LJ0,0,0,4,4,0,0,23,0,0,0,0.129032258,0.129032258,0,0,0.741935484,0
4LMZ,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0,0,0
4LQ3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4M2Z,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
4M30,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
4M4O,0,0,0,1,0,0,6,0,0,0,0,0.142857143,0,0,0.857142857,0
4M59,0,0,0,1,0,0,35,2,0,0,0,0.026315789,0,0,0.921052632,0.052631579
4M6D,0,0,0,6,0,0,30,3,0,0,0,0.153846154,0,0,0.769230769,0.076923077
4M7A,0,0,0,11,0,0,42,0,0,0,0,0.20754717,0,0,0.79245283,0
4M7D,0,0,0,5,0,0,42,0,0,0,0,0.106382979,0,0,0.893617021,0
4MDX,0,0,0,2,0,0,10,0,0,0,0,0.166666667,0,0,0.833333333,0
4N0T,0,0,0,11,0,0,46,2,0,0,0,0.186440678,0,0,0.779661017,0.033898305
4N2Q,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
4N2S,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
4N48,0,0,0,2,0,0,0,2,0,0,0,0.5,0,0,0,0.5
4NGB,0,0,0,2,0,0,5,0,0,0,0,0.285714286,0,0,0.714285714,0
4NGC,0,0,0,2,0,0,5,0,0,0,0,0.285714286,0,0,0.714285714,0
4NGD,0,0,7,2,0,0,4,0,0,0,0.538461538,0.153846154,0,0,0.307692308,0
4NGF,0,0,0,5,0,0,40,0,0,0,0,0.111111111,0,0,0.888888889,0
4NGG,0,0,0,1,0,0,4,0,0,0,0,0.2,0,0,0.8,0
4NH3,0,0,0,2,0,0,7,0,0,0,0,0.222222222,0,0,0.777777778,0
4NH5,0,0,0,1,0,0,4,0,0,0,0,0.2,0,0,0.8,0
4NH6,0,0,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0
4NHA,0,0,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0
4NIA,0,0,0,0,3,0,15,0,0,0,0,0,0.166666667,0,0.833333333,0
4NKU,0,0,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0
4NL3,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1,0
4NXM,0,74,0,0,79,5,0,0,0,0.46835443,0,0,0.5,0.03164557,0,0
4NXN,0,82,0,0,89,5,0,0,0,0.465909091,0,0,0.505681818,0.028409091,0,0
4O26,0,0,0,7,0,0,18,0,0,0,0,0.28,0,0,0.72,0
4O8J,0,0,21,6,0,0,17,0,0,0,0.477272727,0.136363636,0,0,0.386363636,0
4OAU,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0
4OAV,0,0,0,1,10,0,17,1,0,0,0,0.034482759,0.344827586,0,0.586206897,0.034482759
4OE1,0,0,0,1,0,0,31,2,0,0,0,0.029411765,0,0,0.911764706,0.058823529
4OHY,0,0,0,1,0,0,4,1,0,0,0,0.166666667,0,0,0.666666667,0.166666667
4OHZ,0,0,0,1,0,0,3,1,0,0,0,0.2,0,0,0.6,0.2
4OI0,0,0,0,1,0,0,4,1,0,0,0,0.166666667,0,0,0.666666667,0.166666667
4OI1,0,0,0,1,0,0,4,1,0,0,0,0.166666667,0,0,0.666666667,0.166666667
4OL8,0,2,0,1,5,0,4,0,0,0.166666667,0,0.083333333,0.416666667,0,0.333333333,0
4OLA,0,0,0,7,0,0,8,0,0,0,0,0.466666667,0,0,0.533333333,0
4OLB,0,0,0,8,0,0,9,1,0,0,0,0.444444444,0,0,0.5,0.055555556
4OO8,0,0,0,34,0,0,71,6,0,0,0,0.306306306,0,0,0.63963964,0.054054054
4OOG,0,0,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0
4OQ8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
4OQ9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0
4OX9,0,80,0,0,127,11,0,0,0,0.366972477,0,0,0.582568807,0.050458716,0,0
4P3E,0,7,0,0,9,0,0,0,0,0.4375,0,0,0.5625,0,0,0
4PDB,0,0,0,3,0,0,0,2,0,0,0,0.6,0,0,0,0.4
4PEH,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0
4PEI,0,0,0,2,0,0,31,0,0,0,0,0.060606061,0,0,0.939393939,0
4PMI,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
4PMW,0,0,56,15,0,0,51,1,0,0,0.455284553,0.12195122,0,0,0.414634146,0.008130081
4PQU,0,0,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0
4PUO,0,0,0,6,0,0,3,0,0,0,0,0.666666667,0,0,0.333333333,0
4PWD,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
4PY5,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
4Q0B,0,0,0,6,0,0,3,0,0,0,0,0.666666667,0,0,0.333333333,0
4Q5S,0,0,0,6,0,0,13,2,0,0,0,0.285714286,0,0,0.619047619,0.095238095
4Q5V,0,0,0,15,0,0,10,0,0,0,0,0.6,0,0,0.4,0
4Q9Q,0,0,0,1,0,0,15,1,0,0,0,0.058823529,0,0,0.882352941,0.058823529
4Q9R,0,0,0,1,0,0,14,2,0,0,0,0.058823529,0,0,0.823529412,0.117647059
4QEI,0,0,0,1,0,0,12,0,0,0,0,0.076923077,0,0,0.923076923,0
4QG3,0,0,0,3,0,0,2,0,0,0,0,0.6,0,0,0.4,0
4QI2,0,0,0,8,0,0,18,7,0,0,0,0.242424242,0,0,0.545454545,0.212121212
4QIK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
4QIL,0,0,0,4,0,0,18,2,0,0,0,0.166666667,0,0,0.75,0.083333333
4QM6,0,0,0,2,0,0,27,2,0,0,0,0.064516129,0,0,0.870967742,0.064516129
4QOZ,0,9,0,0,32,0,0,0,0,0.219512195,0,0,0.780487805,0,0,0
4QPX,0,0,0,5,0,0,4,0,0,0,0,0.555555556,0,0,0.444444444,0
4QQB,0,8,0,0,69,4,0,0,0,0.098765432,0,0,0.851851852,0.049382716,0,0
4QU6,0,0,0,2,0,0,12,0,0,0,0,0.142857143,0,0,0.857142857,0
4QU7,0,0,0,6,0,0,26,0,0,0,0,0.1875,0,0,0.8125,0
4QVC,0,0,0,1,0,0,7,1,0,0,0,0.111111111,0,0,0.777777778,0.111111111
4QVD,0,0,0,3,0,0,7,1,0,0,0,0.272727273,0,0,0.636363636,0.090909091
4QVI,0,0,0,3,0,0,1,0,0,0,0,0.75,0,0,0.25,0
4QYZ,0,0,0,29,0,0,85,8,0,0,0,0.237704918,0,0,0.696721311,0.06557377
4R3I,0,0,0,4,0,0,6,0,0,0,0,0.4,0,0,0.6,0
4R8I,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
4RCJ,0,0,0,2,0,0,4,0,0,0,0,0.333333333,0,0,0.666666667,0
4RDX,0,0,0,5,0,0,8,0,0,0,0,0.384615385,0,0,0.615384615,0
4RMO,0,12,0,36,29,0,109,10,0,0.06122449,0,0.183673469,0.147959184,0,0.556122449,0.051020408
4RQF,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4RWN,0,0,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0
4RWO,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4RWP,0,0,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0
4S20,0,0,0,5,0,0,5,3,0,0,0,0.384615385,0,0,0.384615385,0.230769231
4S2X,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
4S2Y,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
4S3N,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4TU0,0,0,0,10,0,0,7,0,0,0,0,0.588235294,0,0,0.411764706,0
4TUW,0,0,0,2,0,0,23,0,0,0,0,0.08,0,0,0.92,0
4TUX,0,0,0,2,0,0,15,0,0,0,0,0.117647059,0,0,0.882352941,0
4TV0,0,0,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0
4TYW,0,0,14,7,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0
4TYY,12,7,0,0,1,0,0,0,0.6,0.35,0,0,0.05,0,0,0
4TZ0,0,0,11,7,0,0,1,0,0,0,0.578947368,0.368421053,0,0,0.052631579,0
4TZ6,0,0,6,7,0,0,0,0,0,0,0.461538462,0.538461538,0,0,0,0
4TZP,0,0,0,2,0,0,13,7,0,0,0,0.090909091,0,0,0.590909091,0.318181818
4TZV,0,0,0,3,0,0,3,0,0,0,0,0.5,0,0,0.5,0
4TZW,0,0,0,5,0,0,4,0,0,0,0,0.555555556,0,0,0.444444444,0
4TZZ,0,0,0,12,0,0,14,0,0,0,0,0.461538462,0,0,0.538461538,0
4U67,0,0,0,137,0,0,175,7,0,0,0,0.429467085,0,0,0.548589342,0.021943574
4U7U,0,0,0,57,0,0,114,15,0,0,0,0.306451613,0,0,0.612903226,0.080645161
4U8T,0,0,0,12,0,0,56,0,0,0,0,0.176470588,0,0,0.823529412,0
4UE5,0,8,0,0,0,4,0,0,0,0.666666667,0,0,0,0.333333333,0,0
4UER,0,152,0,28,203,13,54,7,0,0.332603939,0,0.061269147,0.444201313,0.028446389,0.118161926,0.015317287
4UFT,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
4UN3,0,14,0,6,24,2,1,0,0,0.29787234,0,0.127659574,0.510638298,0.042553191,0.021276596,0
4UN4,0,14,0,5,28,2,0,0,0,0.285714286,0,0.102040816,0.571428571,0.040816327,0,0
4UN5,0,14,0,3,24,2,0,0,0,0.325581395,0,0.069767442,0.558139535,0.046511628,0,0
4UY8,0,159,0,28,218,6,50,1,0,0.344155844,0,0.060606061,0.471861472,0.012987013,0.108225108,0.002164502
4UYJ,0,0,0,2,0,0,5,1,0,0,0,0.25,0,0,0.625,0.125
4UYK,0,0,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0
4V19,0,98,0,30,157,7,55,3,0,0.28,0,0.085714286,0.448571429,0.02,0.157142857,0.008571429
4V1M,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0
4V1N,0,0,0,4,7,0,11,1,0,0,0,0.173913043,0.304347826,0,0.47826087,0.043478261
4V1O,0,0,0,4,7,0,11,1,0,0,0,0.173913043,0.304347826,0,0.47826087,0.043478261
4V2S,0,0,0,3,0,0,19,4,0,0,0,0.115384615,0,0,0.730769231,0.153846154
4W5N,0,0,0,10,0,0,15,0,0,0,0,0.4,0,0,0.6,0
4W5O,0,0,0,11,0,0,17,0,0,0,0,0.392857143,0,0,0.607142857,0
4W5Q,0,0,0,9,0,0,16,0,0,0,0,0.36,0,0,0.64,0
4W5R,0,0,0,8,0,0,10,0,0,0,0,0.444444444,0,0,0.555555556,0
4W5T,0,0,0,10,0,0,13,0,0,0,0,0.434782609,0,0,0.565217391,0
4WAL,0,0,0,4,0,0,14,3,0,0,0,0.19047619,0,0,0.666666667,0.142857143
4WAN,0,0,0,19,0,0,52,10,0,0,0,0.234567901,0,0,0.641975309,0.12345679
4WC2,0,0,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0
4WC3,0,0,0,1,0,0,3,1,0,0,0,0.2,0,0,0.6,0.2
4WC4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4WC5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4WC6,0,0,0,1,0,0,3,1,0,0,0,0.2,0,0,0.6,0.2
4WC7,0,0,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0
4WCE,0,145,0,0,166,9,0,0,0,0.453125,0,0,0.51875,0.028125,0,0
4WF9,0,140,0,0,144,7,0,0,0,0.481099656,0,0,0.494845361,0.024054983,0,0
4WFA,0,148,0,0,166,7,0,0,0,0.46105919,0,0,0.517133956,0.021806854,0,0
4WFB,0,138,0,0,162,6,0,0,0,0.450980392,0,0,0.529411765,0.019607843,0,0
4WFN,0,0,0,130,0,0,173,13,0,0,0,0.411392405,0,0,0.547468354,0.041139241
4WJ3,0,0,0,1,0,0,40,4,0,0,0,0.022222222,0,0,0.888888889,0.088888889
4WJ4,0,0,0,2,0,0,10,2,0,0,0,0.142857143,0,0,0.714285714,0.142857143
4WKR,0,0,0,6,0,0,19,0,0,0,0,0.24,0,0,0.76,0
4WQS,0,0,0,5,0,0,12,1,0,0,0,0.277777778,0,0,0.666666667,0.055555556
4WSA,0,8,0,0,20,3,0,0,0,0.258064516,0,0,0.64516129,0.096774194,0,0
4WSB,0,0,0,6,0,0,13,2,0,0,0,0.285714286,0,0,0.619047619,0.095238095
4WTA,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
4WTC,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0,0,0
4WTD,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0,0,0
4WTE,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0,0,0
4WTF,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0,0,0
4WTG,0,1,0,0,2,1,0,0,0,0.25,0,0,0.5,0.25,0,0
4WTI,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0
4WTJ,0,1,0,0,5,2,0,0,0,0.125,0,0,0.625,0.25,0,0
4WTK,0,2,0,0,3,1,0,0,0,0.333333333,0,0,0.5,0.166666667,0,0
4WTL,0,1,0,0,3,2,0,0,0,0.166666667,0,0,0.5,0.333333333,0,0
4WTM,0,2,0,0,2,1,0,0,0,0.4,0,0,0.4,0.2,0,0
4WZM,0,0,0,3,0,0,6,0,0,0,0,0.333333333,0,0,0.666666667,0
4WZQ,0,0,0,4,0,0,2,0,0,0,0,0.666666667,0,0,0.333333333,0
4X0B,0,0,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0
4X2B,0,0,0,3,0,0,4,0,0,0,0,0.428571429,0,0,0.571428571,0
4X4N,15,2,23,2,1,0,8,4,0.272727273,0.036363636,0.418181818,0.036363636,0.018181818,0,0.145454545,0.072727273
4X4O,0,0,27,2,0,0,7,2,0,0,0.710526316,0.052631579,0,0,0.184210526,0.052631579
4X4P,0,0,42,5,0,0,11,4,0,0,0.677419355,0.080645161,0,0,0.177419355,0.064516129
4X4Q,0,0,22,2,0,0,9,2,0,0,0.628571429,0.057142857,0,0,0.257142857,0.057142857
4X4R,0,0,28,9,0,0,8,1,0,0,0.608695652,0.195652174,0,0,0.173913043,0.02173913
4X4S,0,0,25,8,0,0,6,2,0,0,0.609756098,0.195121951,0,0,0.146341463,0.048780488
4X62,0,82,0,0,97,4,0,0,0,0.448087432,0,0,0.530054645,0.021857923,0,0
4X64,0,79,0,0,88,2,0,0,0,0.467455621,0,0,0.520710059,0.01183432,0,0
4X65,0,80,0,0,89,4,0,0,0,0.462427746,0,0,0.514450867,0.023121387,0,0
4X66,0,79,0,0,91,5,0,0,0,0.451428571,0,0,0.52,0.028571429,0,0
4X67,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
4X6A,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
4X9E,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0
4XBF,0,0,0,1,0,0,2,1,0,0,0,0.25,0,0,0.5,0.25
4XCO,47,11,0,0,11,3,0,0,0.652777778,0.152777778,0,0,0.152777778,0.041666667,0,0
4XJN,0,0,0,23,0,0,67,0,0,0,0,0.255555556,0,0,0.744444444,0
4XLN,0,0,0,18,0,0,56,5,0,0,0,0.227848101,0,0,0.708860759,0.063291139
4XLR,0,0,0,17,0,0,76,4,0,0,0,0.175257732,0,0,0.783505155,0.041237113
4XWW,0,0,0,8,0,0,21,0,0,0,0,0.275862069,0,0,0.724137931,0
4Y52,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
4Y7N,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
4Y91,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0
4YCO,0,0,0,2,0,0,27,0,0,0,0,0.068965517,0,0,0.931034483,0
4YCP,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
4YHH,0,85,0,0,94,4,0,0,0,0.464480874,0,0,0.513661202,0.021857923,0,0
4YLN,0,0,0,16,0,0,76,1,0,0,0,0.172043011,0,0,0.817204301,0.010752688
4YLO,0,0,0,17,0,0,86,1,0,0,0,0.163461538,0,0,0.826923077,0.009615385
4YLP,0,0,0,19,0,0,91,4,0,0,0,0.166666667,0,0,0.798245614,0.035087719
4YVI,0,0,0,3,0,0,6,1,0,0,0,0.3,0,0,0.6,0.1
4YVJ,0,0,0,3,0,0,3,1,0,0,0,0.428571429,0,0,0.428571429,0.142857143
4YVK,0,0,0,3,0,0,2,2,0,0,0,0.428571429,0,0,0.285714286,0.285714286
4YY3,0,85,0,0,124,7,0,0,0,0.393518519,0,0,0.574074074,0.032407407,0,0
4YYE,0,0,0,16,0,0,16,3,0,0,0,0.457142857,0,0,0.457142857,0.085714286
4Z0C,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0
4Z31,0,0,0,4,0,0,10,2,0,0,0,0.25,0,0,0.625,0.125
4Z4C,0,0,0,13,0,0,18,0,0,0,0,0.419354839,0,0,0.580645161,0
4Z4D,0,0,0,11,0,0,16,0,0,0,0,0.407407407,0,0,0.592592593,0
4Z4E,0,0,0,11,0,0,17,0,0,0,0,0.392857143,0,0,0.607142857,0
4Z4F,0,0,0,12,0,0,12,0,0,0,0,0.5,0,0,0.5,0
4Z4G,0,0,0,11,0,0,13,0,0,0,0,0.458333333,0,0,0.541666667,0
4Z4H,0,0,0,12,0,0,13,0,0,0,0,0.48,0,0,0.52,0
4Z4I,0,0,0,12,0,0,12,0,0,0,0,0.5,0,0,0.5,0
4Z7L,0,0,0,10,0,0,34,1,0,0,0,0.222222222,0,0,0.755555556,0.022222222
4ZDO,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
4ZDP,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
4ZLD,0,0,0,2,0,0,8,2,0,0,0,0.166666667,0,0,0.666666667,0.166666667
4ZLR,11,2,12,2,11,0,12,0,0.22,0.04,0.24,0.04,0.22,0,0.24,0
4ZT0,0,0,0,26,0,0,52,2,0,0,0,0.325,0,0,0.65,0.025
4ZT9,0,0,0,25,0,0,57,4,0,0,0,0.290697674,0,0,0.662790698,0.046511628
5A0T,0,0,0,8,0,0,19,0,0,0,0,0.296296296,0,0,0.703703704,0
5A0V,0,0,0,8,0,0,15,0,0,0,0,0.347826087,0,0,0.652173913,0
5A2Q,0,141,0,0,224,11,0,0,0,0.375,0,0,0.595744681,0.029255319,0,0
5A8L,0,6,0,1,19,1,2,0,0,0.206896552,0,0.034482759,0.655172414,0.034482759,0.068965517,0
5ADY,0,138,0,30,196,13,80,9,0,0.296137339,0,0.064377682,0.420600858,0.027896996,0.17167382,0.019313305
5AH5,0,0,0,4,0,0,28,2,0,0,0,0.117647059,0,0,0.823529412,0.058823529
5AJ3,0,62,0,0,158,4,0,0,0,0.276785714,0,0,0.705357143,0.017857143,0,0
5AKA,0,82,0,9,187,5,23,2,0,0.266233766,0,0.029220779,0.607142857,0.016233766,0.074675325,0.006493506
5AMQ,0,0,0,9,0,0,35,3,0,0,0,0.191489362,0,0,0.744680851,0.063829787
5AMR,0,0,0,5,0,0,20,2,0,0,0,0.185185185,0,0,0.740740741,0.074074074
5AN9,0,0,0,45,0,0,56,4,0,0,0,0.428571429,0,0,0.533333333,0.038095238
5ANB,0,0,0,38,0,0,58,3,0,0,0,0.383838384,0,0,0.585858586,0.03030303
5ANC,0,0,0,50,0,0,69,8,0,0,0,0.393700787,0,0,0.543307087,0.062992126
5AOR,0,0,0,16,0,0,34,0,0,0,0,0.32,0,0,0.68,0
5AOX,0,0,45,2,0,0,9,4,0,0,0.75,0.033333333,0,0,0.15,0.066666667
5AWH,0,0,0,22,0,0,27,0,0,0,0,0.448979592,0,0,0.551020408,0
5AXM,0,0,0,3,0,0,3,0,0,0,0,0.5,0,0,0.5,0
5AXN,0,0,0,3,0,0,4,0,0,0,0,0.428571429,0,0,0.571428571,0
5AXW,0,0,0,23,0,0,20,0,0,0,0,0.534883721,0,0,0.465116279,0
5B2O,0,0,0,34,0,0,32,2,0,0,0,0.5,0,0,0.470588235,0.029411765
5B2Q,0,0,0,34,0,0,35,1,0,0,0,0.485714286,0,0,0.5,0.014285714
5B2R,0,14,0,5,27,2,3,0,0,0.274509804,0,0.098039216,0.529411765,0.039215686,0.058823529,0
5B2S,0,14,0,5,27,2,3,0,0,0.274509804,0,0.098039216,0.529411765,0.039215686,0.058823529,0
5B2T,0,13,0,5,25,2,1,0,0,0.282608696,0,0.108695652,0.543478261,0.043478261,0.02173913,0
5B43,0,0,0,30,0,0,19,0,0,0,0,0.612244898,0,0,0.387755102,0
5B63,0,0,0,6,0,0,26,0,0,0,0,0.1875,0,0,0.8125,0
5BR8,0,88,0,0,97,4,0,0,0,0.465608466,0,0,0.513227513,0.021164021,0,0
5BS3,0,0,0,10,0,0,7,0,0,0,0,0.588235294,0,0,0.411764706,0
5BTE,0,1,0,1,3,0,3,0,0,0.125,0,0.125,0.375,0,0.375,0
5BUD,0,0,0,2,0,0,3,0,0,0,0,0.4,0,0,0.6,0
5BYM,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0
5BZ1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0
5BZ5,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0
5BZU,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1,0
5BZV,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0
5C3E,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
5C44,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
5C4A,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
