PDBID,Total MC,Total SD,Control
2YHM,0.394366197,0.605633803,1
2YJY,0,1,1
2YKG,0.5,0.5,1
2YKR,0.360281195,0.639718805,1
2YU9,0.6,0.4,1
2ZH1,0.375,0.625,1
2ZH2,0.6,0.4,1
2ZH3,0.3,0.7,1
2ZH4,0.4,0.6,1
2ZH5,0.3,0.7,1
2ZH6,0.6,0.4,1
2ZH7,0.375,0.625,1
2ZH8,0.5,0.5,1
2ZH9,0.5,0.5,1
2ZHA,0.333333333,0.666666667,1
2ZHB,0.333333333,0.666666667,1
2ZI0,0.125,0.875,1
2ZJP,0.397887324,0.602112676,1
2ZJQ,0.411184211,0.588815789,1
2ZJR,0.411392405,0.588607595,1
2ZM5,0.28125,0.71875,1
2ZM6,0.452380952,0.547619048,1
2ZNI,0.172413793,0.827586207,1
2ZUE,0.173913043,0.826086957,1
2ZUF,0.222222222,0.777777778,1
2ZXU,0.264705882,0.735294118,1
2ZZM,0.565217391,0.434782609,1
2ZZN,0.432432432,0.567567568,1
3A2K,0.4375,0.5625,1
3A6P,0.125,0.875,1
3ADB,0.210526316,0.789473684,1
3ADC,0.266666667,0.733333333,1
3ADD,0.266666667,0.733333333,1
3ADI,1,0,1
3AEV,0.2,0.8,1
3AGV,0.375,0.625,1
3AHU,0.08,0.92,1
3AKZ,0.245614035,0.754385965,1
3AL0,0.272727273,0.727272727,1
3AM1,0.307692308,0.692307692,1
3AMT,0.263157895,0.736842105,1
3AMU,0.266666667,0.733333333,1
3AOH,0.5,0.5,1
3AOI,0.333333333,0.666666667,1
3AVT,0.6,0.4,1
3AVU,0.5,0.5,1
3AVV,0.555555556,0.444444444,1
3AVW,0.444444444,0.555555556,1
3AVX,0.4,0.6,1
3AVY,0.833333333,0.166666667,1
3B0U,0.153846154,0.846153846,1
3B0V,0.5,0.5,1
3BBX,0.440725244,0.559274756,1
3BO0,0,1,1
3BO1,0,1,1
3BOY,0.419354839,0.580645161,1
3BSB,0,1,1
3BSN,0.571428571,0.428571429,1
3BSO,0.666666667,0.333333333,1
3BSU,1,0,1
3BSX,0,1,1
3BT7,0.777777778,0.222222222,1
3BX2,0,1,1
3BX3,0,1,1
3CC2,0.525362319,0.474637681,1
3CC4,0.506108202,0.493891798,1
3CC7,0.514388489,0.485611511,1
3CCE,0.521818182,0.478181818,1
3CCJ,0.48880597,0.51119403,1
3CCL,0.533962264,0.466037736,1
3CCM,0.527075812,0.472924188,1
3CCQ,0.52293578,0.47706422,1
3CCR,0.504570384,0.495429616,1
3CCS,0.511926606,0.488073394,1
3CCU,0.520072993,0.479927007,1
3CCV,0.520072993,0.479927007,1
3CD6,0.489247312,0.510752688,1
3CF5,0.418831169,0.581168831,1
3CIY,0.5,0.5,1
3CMA,0.518115942,0.481884058,1
3CME,0.502636204,0.497363796,1
3CPW,0.544954128,0.455045872,1
3CXC,0.536713287,0.463286713,1
3CZ3,0.290322581,0.709677419,1
3D2S,0.236842105,0.763157895,1
3DD2,0.25,0.75,1
3DEG,0.615384615,0.384615385,1
3DH3,0.32,0.68,1
3DLL,0.407407407,0.592592593,1
3E2E,0.294117647,0.705882353,1
3E3J,0.395833333,0.604166667,1
3EPH,0.155555556,0.844444444,1
3EPJ,0.170212766,0.829787234,1
3EPK,0.159090909,0.840909091,1
3EPL,0.193548387,0.806451613,1
3EQT,0.333333333,0.666666667,1
3ER9,0.2,0.8,1
3ERC,0.09375,0.90625,1
3EX7,0.727272727,0.272727273,1
3F73,0.628571429,0.371428571,1
3FHT,0.733333333,0.266666667,1
3FOZ,0.258064516,0.741935484,1
3FTF,0.5,0.5,1
3G0H,0.857142857,0.142857143,1
3G4S,0.519011407,0.480988593,1
3G6E,0.51384083,0.48615917,1
3G71,0.520069808,0.479930192,1
3G9Y,0.1,0.9,1
3GIB,0.176470588,0.823529412,1
3GPQ,0.571428571,0.428571429,1
3GTG,0.333333333,0.666666667,1
3GTJ,1,0,1
3GTL,0.142857143,0.857142857,1
3GTM,0.666666667,0.333333333,1
3GTO,0.285714286,0.714285714,1
3GTP,0.6,0.4,1
3GTQ,0.2,0.8,1
3H3V,0.666666667,0.333333333,1
3H5X,0.571428571,0.428571429,1
3H5Y,0.571428571,0.428571429,1
3HAX,0.371428571,0.628571429,1
3HAY,0.379310345,0.620689655,1
3HHZ,0.295454545,0.704545455,1
3HJF,0.764705882,0.235294118,1
3HJW,0.448275862,0.551724138,1
3HJY,0.5,0.5,1
3HK2,0.65,0.35,1
3HL2,0,1,1
3HM9,0.8,0.2,1
3HO1,0.846153846,0.153846154,1
3HOU,0.666666667,0.333333333,1
3HOV,0.666666667,0.333333333,1
3HOW,0.25,0.75,1
3HOX,0.5,0.5,1
3HOY,0.25,0.75,1
3HOZ,0.25,0.75,1
3HSB,0.069767442,0.930232558,1
3HTX,0.363636364,0.636363636,1
3HVR,0.771428571,0.228571429,1
3HXM,0.75,0.25,1
3I4M,0.5,0.5,1
3I4N,0.4,0.6,1
3I55,0.518248175,0.481751825,1
3I56,0.528130672,0.471869328,1
3I5X,0.714285714,0.285714286,1
3I5Y,0.636363636,0.363636364,1
3I61,0.75,0.25,1
3I62,0.818181818,0.181818182,1
3IAB,0.111111111,0.888888889,1
3ICE,0.9,0.1,1
3ICQ,0.277777778,0.722222222,1
3ID5,0.36,0.64,1
3IE1,0.333333333,0.666666667,1
3IEV,0.35,0.65,1
3IVK,0.210526316,0.789473684,1
3IYQ,0.516129032,0.483870968,1
3IYR,0.4,0.6,1
3IZ4,0.5,0.5,1
3IZZ,0.333333333,0.666666667,1
3J06,0,1,1
3J0D,0.545454545,0.454545455,1
3J0E,0.333333333,0.666666667,1
3J0L,0.631578947,0.368421053,1
3J0O,0.571428571,0.428571429,1
3J0P,0.662790698,0.337209302,1
3J0Q,0.637254902,0.362745098,1
3J16,0.254237288,0.745762712,1
3J3V,0.352941176,0.647058824,1
3J3W,0.372239748,0.627760252,1
3J45,0.555555556,0.444444444,1
3J46,0.46875,0.53125,1
3J5L,0.448356808,0.551643192,1
3J5S,0.3,0.7,1
3J5Y,0.4,0.6,1
3J7A,0.443181818,0.556818182,1
3J7Y,0.340501792,0.659498208,1
3J7Z,0.419006479,0.580993521,1
3J80,0.425,0.575,1
3J81,0.397619048,0.602380952,1
3J8G,0.361445783,0.638554217,1
3J9B,0,1,1
3JAM,0.421286031,0.578713969,1
3JAP,0.42408377,0.57591623,1
3JAQ,0.404699739,0.595300261,1
3JB7,0.333333333,0.666666667,1
3JD5,0.247474747,0.752525253,1
3K49,0.048611111,0.951388889,1
3K4E,0.052173913,0.947826087,1
3K5Q,0,1,1
3K5Y,0,1,1
3K5Z,0,1,1
3K61,0,1,1
3K62,0,1,1
3K64,0,1,1
3KFU,0.253731343,0.746268657,1
3KLV,0.571428571,0.428571429,1
3KMQ,0.833333333,0.166666667,1
3KMS,0.75,0.25,1
3KNA,0.8,0.2,1
3KOA,0.714285714,0.285714286,1
3KS8,0,1,1
3KTV,0.769230769,0.230769231,1
3KTW,0.391304348,0.608695652,1
3L25,0,1,1
3L26,0,1,1
3LQX,0.25,0.75,1
3LRN,0,1,1
3LRR,0,1,1
3LWO,0.36,0.64,1
3LWP,0.434782609,0.565217391,1
3LWQ,0.44,0.56,1
3LWR,0.409090909,0.590909091,1
3LWV,0.434782609,0.565217391,1
3M3Y,0.333333333,0.666666667,1
3M4O,0.5,0.5,1
3MDG,0.3,0.7,1
3MDI,0.272727273,0.727272727,1
3MJ0,0,1,1
3MOJ,0.363636364,0.636363636,1
3MQK,0.454545455,0.545454545,1
3NCU,0.5,0.5,1
3NDB,0.454545455,0.545454545,1
3NL0,0.666666667,0.333333333,1
3NMA,1,0,1
3NMR,0.153846154,0.846153846,1
3NMU,0.348837209,0.651162791,1
3NNA,0.181818182,0.818181818,1
3NNC,0.133333333,0.866666667,1
3NNH,0.2,0.8,1
3NVI,0.307692308,0.692307692,1
3NVK,0.392857143,0.607142857,1
3O3I,0.5,0.5,1
3O8C,0.3,0.7,1
3O8R,0.222222222,0.777777778,1
3OG8,0,1,1
3OIJ,0.28125,0.71875,1
3OIN,0.277777778,0.722222222,1
3OL6,0.477272727,0.522727273,1
3OL7,0.46,0.54,1
3OL8,0.471698113,0.528301887,1
3OL9,0.533333333,0.466666667,1
3OLA,0.43902439,0.56097561,1
3OLB,0.545454545,0.454545455,1
3OTO,0.474576271,0.525423729,1
3OUY,0.454545455,0.545454545,1
3OV7,0.47826087,0.52173913,1
3OVA,0.545454545,0.454545455,1
3OVB,0.545454545,0.454545455,1
3OVS,0.476190476,0.523809524,1
3OW2,0.538324421,0.461675579,1
3P6Y,0.262295082,0.737704918,1
3PDM,0.1,0.9,1
3PEW,1,0,1
3PEY,0.833333333,0.166666667,1
3PF4,0,1,1
3PF5,0,1,1
3PIO,0.444015444,0.555984556,1
3PIP,0.417218543,0.582781457,1
3PKM,0,1,1
3PLA,0.333333333,0.666666667,1
3PO2,0.111111111,0.888888889,1
3PO3,1,0,1
3PTX,0.25,0.75,1
3PU0,0.325581395,0.674418605,1
3PU1,0.259259259,0.740740741,1
3PU4,0.375,0.625,1
3Q0L,0,1,1
3Q0M,0,1,1
3Q0N,0,1,1
3Q0O,0,1,1
3Q0P,0,1,1
3Q0Q,0,1,1
3Q0R,0,1,1
3Q0S,0,1,1
3Q1Q,0.2,0.8,1
3Q1R,0,1,1
3Q2T,0.1875,0.8125,1
3QG9,0,1,1
3QGB,0,1,1
3QGC,0,1,1
3QJJ,0.163265306,0.836734694,1
3QJL,0.212121212,0.787878788,1
3QJP,0.25,0.75,1
3QRP,0.3,0.7,1
3QRR,0,1,1
3QSU,0,1,1
3QSY,0.285714286,0.714285714,1
3R2C,0.136986301,0.863013699,1
3R2D,1,0,1
3R9W,0.375,0.625,1
3R9X,0.363636364,0.636363636,1
3RC8,0.571428571,0.428571429,1
3RER,0.038461538,0.961538462,1
3RTJ,0.5,0.5,1
3RZD,1,0,1
3RZO,1,0,1
3S14,1,0,1
3S15,0.666666667,0.333333333,1
3S16,1,0,1
3S17,0.75,0.25,1
3S1M,1,0,1
3S1N,1,0,1
3S1Q,1,0,1
3S1R,1,0,1
3S2D,1,0,1
3S2H,1,0,1
3S4G,0,1,1
3SN2,0.130434783,0.869565217,1
3SNP,0.37037037,0.62962963,1
3SQW,1,0,1
3SQX,1,0,1
3T1H,0.454545455,0.545454545,1
3T1Y,0.469072165,0.530927835,1
3T5N,0.347826087,0.652173913,1
3T5Q,0.346153846,0.653846154,1
3TRZ,0.15282392,0.84717608,1
3TS0,0.145631068,0.854368932,1
3TS2,0.181818182,0.818181818,1
3TUP,0.2,0.8,1
3TWH,0.75,0.25,1
3U2E,0.16,0.84,1
3U4M,0.666666667,0.333333333,1
3U56,0.666666667,0.333333333,1
3ULD,0.666666667,0.333333333,1
3UMY,0.6,0.4,1
3UZS,0,1,1
3UZT,0.142857143,0.857142857,1
3V11,0.166666667,0.833333333,1
3V6Y,0.046511628,0.953488372,1
3V71,0.076923077,0.923076923,1
3V74,0.046511628,0.953488372,1
3V7E,0.5,0.5,1
3VJR,0.75,0.25,1
3VNU,0.5,0.5,1
3VNV,0.666666667,0.333333333,1
3VYY,1,0,1
3W1K,0.466666667,0.533333333,1
3W3S,0,1,1
3WBM,0.75,0.25,1
3WC1,0.153846154,0.846153846,1
3WC2,0.25,0.75,1
3WFQ,0.210526316,0.789473684,1
3WFR,0.2,0.8,1
3WFS,0.19047619,0.80952381,1
3WQY,0.384615385,0.615384615,1
3WQZ,0.4,0.6,1
3WZI,0.5,0.5,1
3X1L,0.401869159,0.598130841,1
3ZD6,0.428571429,0.571428571,1
3ZD7,0.5,0.5,1
3ZGZ,0.315789474,0.684210526,1
3ZJT,0,1,1
3ZJU,0,1,1
3ZJV,0,1,1
3ZLA,0.098591549,0.901408451,1
3ZN8,0,1,1
484D,0.096774194,0.903225806,1
4A2I,0.490039841,0.509960159,1
4A2X,0.285714286,0.714285714,1
4A36,1,0,1
4A3B,1,0,1
4A3C,0.5,0.5,1
4A3D,0.5,0.5,1
4A3E,1,0,1
4A3F,0.5,0.5,1
4A3G,0.5,0.5,1
4A3J,0.666666667,0.333333333,1
4A3K,0,0,0
4A3L,1,0,1
4A3M,1,0,1
4A93,0.5,0.5,1
4ADV,0.46875,0.53125,1
4AFY,0.230769231,0.769230769,1
4AL5,0.1,0.9,1
4AL6,0.090909091,0.909090909,1
4AL7,0.1,0.9,1
4ALP,0.166666667,0.833333333,1
4AM3,0.266666667,0.733333333,1
4ANG,0,1,1
4AQ7,0.325581395,0.674418605,1
4AQY,0.471502591,0.528497409,1
4ARC,0.142857143,0.857142857,1
4ARI,0,1,1
4AS1,0,1,1
4ATO,0.111111111,0.888888889,1
4AY2,1,0,1
4B3G,0.333333333,0.666666667,1
4B3M,0.48989899,0.51010101,1
4B3O,0.5,0.5,1
4B3P,0,0,0
4B3Q,1,0,1
4B3R,0.482926829,0.517073171,1
4B3S,0.489795918,0.510204082,1
4B3T,0.5,0.5,1
4B8T,0.2,0.8,1
4BBS,0.4,0.6,1
4BHH,0.134615385,0.865384615,1
4BKK,0.252747253,0.747252747,1
4BOC,0.125,0.875,1
4BPB,0.444444444,0.555555556,1
4BS2,0.102564103,0.897435897,1
4BW0,0.333333333,0.666666667,1
4BWM,0.428571429,0.571428571,1
4BXX,0.2,0.8,1
4BY1,0.285714286,0.714285714,1
4BY7,0.25,0.75,1
4BY9,0.133093525,0.866906475,1
4C7O,0,1,1
4C8Y,0.2,0.8,1
4C8Z,0.157894737,0.842105263,1
4C9D,0.34375,0.65625,1
4CE4,0.325301205,0.674698795,1
4CIO,0.041666667,0.958333333,1
4CQN,0.295454545,0.704545455,1
4CSF,0.179190751,0.820809249,1
4CSU,0.363057325,0.636942675,1
4CXG,0.4,0.6,1
4CXH,0.333333333,0.666666667,1
4D25,1,0,1
4D26,0.875,0.125,1
4D5L,0.374663073,0.625336927,1
4DB2,0.382352941,0.617647059,1
4DR1,0.505952381,0.494047619,1
4DR2,0.485294118,0.514705882,1
4DR3,0.488505747,0.511494253,1
4DR4,0.497354497,0.502645503,1
4DR5,0.477386935,0.522613065,1
4DR6,0.494736842,0.505263158,1
4DR7,0.529411765,0.470588235,1
4DUY,0.480446927,0.519553073,1
4DUZ,0.457627119,0.542372881,1
4DV0,0.491017964,0.508982036,1
4DV1,0.464968153,0.535031847,1
4DV2,0.485380117,0.514619883,1
4DV3,0.453551913,0.546448087,1
4DV4,0.480662983,0.519337017,1
4DV5,0.48255814,0.51744186,1
4DV6,0.486338798,0.513661202,1
4DV7,0.489361702,0.510638298,1
4DWA,0,1,1
4DZS,0,1,1
4.00E+78,0.5,0.5,1
4ED5,0.155172414,0.844827586,1
4ERD,0.060606061,0.939393939,1
4EYA,1,0,1
4F02,0.194029851,0.805970149,1
4F1N,0.4,0.6,1
4F3T,0.28,0.72,1
4FVU,0.285714286,0.714285714,1
4FWT,0,1,1
4FXD,0.538461538,0.461538462,1
4G0A,0,1,1
4G7O,0.280701754,0.719298246,1
4G9Z,0.428571429,0.571428571,1
4GCW,0.428571429,0.571428571,1
4GG4,0,1,1
4GKJ,0.5,0.5,1
4GKK,0.519337017,0.480662983,1
4GL2,0.264705882,0.735294118,1
4GV3,0.5,0.5,1
4GV6,0.5,0.5,1
4GV9,0.2,0.8,1
4GZY,0,1,1
4GZZ,0,1,1
4H5O,0.092592593,0.907407407,1
4H5P,0.137931034,0.862068966,1
4H8K,0.857142857,0.142857143,1
4HKQ,0.25,0.75,1
4HOR,0,1,1
4HOS,0,1,1
4HOT,0,1,1
4HT8,0.133333333,0.866666667,1
4HT9,0.117647059,0.882352941,1
4I67,0.333333333,0.666666667,1
4IG8,0.5,0.5,1
4IJS,0.042553191,0.957446809,1
4ILL,0.333333333,0.666666667,1
4ILM,0.373134328,0.626865672,1
4IO9,0.442424242,0.557575758,1
4IOA,0.445820433,0.554179567,1
4IOC,0.471698113,0.528301887,1
4IQX,0.5,0.5,1
4J1G,0.06,0.94,1
4J39,0,1,1
4J5V,0,1,1
4J7L,0.666666667,0.333333333,1
4JGN,0.25,0.75,1
4JI0,0.465517241,0.534482759,1
4JI1,0.432038835,0.567961165,1
4JI2,0.489690722,0.510309278,1
4JI3,0.516666667,0.483333333,1
4JI4,0.48255814,0.51744186,1
4JI5,0.458762887,0.541237113,1
4JI6,0.475675676,0.524324324,1
4JI7,0.478947368,0.521052632,1
4JI8,0.505494505,0.494505495,1
4JK0,0.5,0.5,1
4JNG,0.125,0.875,1
4JNX,0.058823529,0.941176471,1
4JV5,0.525773196,0.474226804,1
4JVH,0.333333333,0.666666667,1
4JVY,0.318181818,0.681818182,1
4JXX,0.333333333,0.666666667,1
4JXZ,0.263157895,0.736842105,1
4JYA,0.502439024,0.497560976,1
4JYZ,0.25,0.75,1
4JZV,0,1,1
4K0K,0.505050505,0.494949495,1
4K4S,0.47826087,0.52173913,1
4K4T,0.5,0.5,1
4K4U,0.571428571,0.428571429,1
4K4V,0.714285714,0.285714286,1
4K4W,0.5,0.5,1
4K4X,0.428571429,0.571428571,1
4K4Y,0.31372549,0.68627451,1
4K4Z,0.403508772,0.596491228,1
4K50,0.473684211,0.526315789,1
4KHP,0.511961722,0.488038278,1
4KJI,0.257142857,0.742857143,1
4KNQ,0.5,0.5,1
4KQ0,0,1,1
4KR2,0.090909091,0.909090909,1
4KR3,0.090909091,0.909090909,1
4KR6,0.363636364,0.636363636,1
4KR7,0.285714286,0.714285714,1
4KR9,0.266666667,0.733333333,1
4KRE,0.304347826,0.695652174,1
4KRF,0.391304348,0.608695652,1
4KTG,0,1,1
4KVB,0.513513514,0.486486486,1
4KXT,0.428571429,0.571428571,1
4KZD,0.066666667,0.933333333,1
4KZE,0.066666667,0.933333333,1
4KZX,0.381088825,0.618911175,1
4KZY,0.380403458,0.619596542,1
4KZZ,0.395415473,0.604584527,1
4L8H,0.222222222,0.777777778,1
4L8R,0.333333333,0.666666667,1
4LCK,0.7,0.3,1
4LF4,0.479591837,0.520408163,1
4LF5,0.497142857,0.502857143,1
4LF6,0.456852792,0.543147208,1
4LF7,0.46031746,0.53968254,1
4LF8,0.46031746,0.53968254,1
4LF9,0.463541667,0.536458333,1
4LFA,0.485875706,0.514124294,1
4LFB,0.476683938,0.523316062,1
4LFC,0.462365591,0.537634409,1
4LG2,0,1,1
4LGT,0.195121951,0.804878049,1
4LJ0,0.129032258,0.870967742,1
4LMZ,0.230769231,0.769230769,1
4LQ3,0,1,1
4M2Z,1,0,1
4M30,1,0,1
4M4O,0.142857143,0.857142857,1
4M59,0.078947368,0.921052632,1
4M6D,0.230769231,0.769230769,1
4M7A,0.20754717,0.79245283,1
4M7D,0.106382979,0.893617021,1
4MDX,0.166666667,0.833333333,1
4N0T,0.220338983,0.779661017,1
4N2Q,0,1,1
4N2S,0,1,1
4N48,1,0,1
4NGB,0.285714286,0.714285714,1
4NGC,0.285714286,0.714285714,1
4NGD,0.153846154,0.846153846,1
4NGF,0.111111111,0.888888889,1
4NGG,0.2,0.8,1
4NH3,0.222222222,0.777777778,1
4NH5,0.2,0.8,1
4NH6,0.166666667,0.833333333,1
4NHA,0.333333333,0.666666667,1
4NIA,0,1,1
4NKU,0.230769231,0.769230769,1
4NL3,0,1,1
4NXM,0.5,0.5,1
4NXN,0.494318182,0.505681818,1
4O26,0.28,0.72,1
4O8J,0.136363636,0.863636364,1
4OAU,0,1,1
4OAV,0.068965517,0.931034483,1
4OE1,0.088235294,0.911764706,1
4OHY,0.333333333,0.666666667,1
4OHZ,0.4,0.6,1
4OI0,0.333333333,0.666666667,1
4OI1,0.333333333,0.666666667,1
4OL8,0.25,0.75,1
4OLA,0.466666667,0.533333333,1
4OLB,0.5,0.5,1
4OO8,0.36036036,0.63963964,1
4OOG,0.230769231,0.769230769,1
4OQ8,0,1,1
4OQ9,0,1,1
4OX9,0.417431193,0.582568807,1
4P3E,0.4375,0.5625,1
4PDB,1,0,1
4PEH,0,1,1
4PEI,0.060606061,0.939393939,1
4PMI,0,1,1
4PMW,0.130081301,0.869918699,1
4PQU,0.230769231,0.769230769,1
4PUO,0.666666667,0.333333333,1
4PWD,1,0,1
4PY5,1,0,1
4Q0B,0.666666667,0.333333333,1
4Q5S,0.380952381,0.619047619,1
4Q5V,0.6,0.4,1
4Q9Q,0.117647059,0.882352941,1
4Q9R,0.176470588,0.823529412,1
4QEI,0.076923077,0.923076923,1
4QG3,0.6,0.4,1
4QI2,0.454545455,0.545454545,1
4QIK,0,1,1
4QIL,0.25,0.75,1
4QM6,0.129032258,0.870967742,1
4QOZ,0.219512195,0.780487805,1
4QPX,0.555555556,0.444444444,1
4QQB,0.148148148,0.851851852,1
4QU6,0.142857143,0.857142857,1
4QU7,0.1875,0.8125,1
4QVC,0.222222222,0.777777778,1
4QVD,0.363636364,0.636363636,1
4QVI,0.75,0.25,1
4QYZ,0.303278689,0.696721311,1
4R3I,0.4,0.6,1
4R8I,0,1,1
4RCJ,0.333333333,0.666666667,1
4RDX,0.384615385,0.615384615,1
4RMO,0.295918367,0.704081633,1
4RQF,0,1,1
4RWN,0.666666667,0.333333333,1
4RWO,1,0,1
4RWP,0.666666667,0.333333333,1
4S20,0.615384615,0.384615385,1
4S2X,0,1,1
4S2Y,0,1,1
4S3N,1,0,1
4TU0,0.588235294,0.411764706,1
4TUW,0.08,0.92,1
4TUX,0.117647059,0.882352941,1
4TV0,0.166666667,0.833333333,1
4TYW,0.333333333,0.666666667,1
4TYY,0.35,0.65,1
4TZ0,0.368421053,0.631578947,1
4TZ6,0.538461538,0.461538462,1
4TZP,0.409090909,0.590909091,1
4TZV,0.5,0.5,1
4TZW,0.555555556,0.444444444,1
4TZZ,0.461538462,0.538461538,1
4U67,0.451410658,0.548589342,1
4U7U,0.387096774,0.612903226,1
4U8T,0.176470588,0.823529412,1
4UE5,1,0,1
4UER,0.437636761,0.562363239,1
4UFT,0,1,1
4UN3,0.468085106,0.531914894,1
4UN4,0.428571429,0.571428571,1
4UN5,0.441860465,0.558139535,1
4UY8,0.41991342,0.58008658,1
4UYJ,0.375,0.625,1
4UYK,0.25,0.75,1
4V19,0.394285714,0.605714286,1
4V1M,0.5,0.5,1
4V1N,0.217391304,0.782608696,1
4V1O,0.217391304,0.782608696,1
4V2S,0.269230769,0.730769231,1
4W5N,0.4,0.6,1
4W5O,0.392857143,0.607142857,1
4W5Q,0.36,0.64,1
4W5R,0.444444444,0.555555556,1
4W5T,0.434782609,0.565217391,1
4WAL,0.333333333,0.666666667,1
4WAN,0.358024691,0.641975309,1
4WC2,0.333333333,0.666666667,1
4WC3,0.4,0.6,1
4WC4,0,1,1
4WC5,0,1,1
4WC6,0.4,0.6,1
4WC7,0.333333333,0.666666667,1
4WCE,0.48125,0.51875,1
4WF9,0.505154639,0.494845361,1
4WFA,0.482866044,0.517133956,1
4WFB,0.470588235,0.529411765,1
4WFN,0.452531646,0.547468354,1
4WJ3,0.111111111,0.888888889,1
4WJ4,0.285714286,0.714285714,1
4WKR,0.24,0.76,1
4WQS,0.333333333,0.666666667,1
4WSA,0.35483871,0.64516129,1
4WSB,0.380952381,0.619047619,1
4WTA,0.333333333,0.666666667,1
4WTC,0.166666667,0.833333333,1
4WTD,0.25,0.75,1
4WTE,0.25,0.75,1
4WTF,0.25,0.75,1
4WTG,0.5,0.5,1
4WTI,0.666666667,0.333333333,1
4WTJ,0.375,0.625,1
4WTK,0.5,0.5,1
4WTL,0.5,0.5,1
4WTM,0.6,0.4,1
4WZM,0.333333333,0.666666667,1
4WZQ,0.666666667,0.333333333,1
4X0B,0.25,0.75,1
4X2B,0.428571429,0.571428571,1
4X4N,0.145454545,0.854545455,1
4X4O,0.105263158,0.894736842,1
4X4P,0.14516129,0.85483871,1
4X4Q,0.114285714,0.885714286,1
4X4R,0.217391304,0.782608696,1
4X4S,0.243902439,0.756097561,1
4X62,0.469945355,0.530054645,1
4X64,0.479289941,0.520710059,1
4X65,0.485549133,0.514450867,1
4X66,0.48,0.52,1
4X67,1,0,1
4X6A,1,0,1
4X9E,0,1,1
4XBF,0.5,0.5,1
4XCO,0.194444444,0.805555556,1
4XJN,0.255555556,0.744444444,1
4XLN,0.291139241,0.708860759,1
4XLR,0.216494845,0.783505155,1
4XWW,0.275862069,0.724137931,1
4Y52,1,0,1
4Y7N,1,0,1
4Y91,0,1,1
4YCO,0.068965517,0.931034483,1
4YCP,0,1,1
4YHH,0.486338798,0.513661202,1
4YLN,0.182795699,0.817204301,1
4YLO,0.173076923,0.826923077,1
4YLP,0.201754386,0.798245614,1
4YVI,0.4,0.6,1
4YVJ,0.571428571,0.428571429,1
4YVK,0.714285714,0.285714286,1
4YY3,0.425925926,0.574074074,1
4YYE,0.542857143,0.457142857,1
4Z0C,0,1,1
4Z31,0.375,0.625,1
4Z4C,0.419354839,0.580645161,1
4Z4D,0.407407407,0.592592593,1
4Z4E,0.392857143,0.607142857,1
4Z4F,0.5,0.5,1
4Z4G,0.458333333,0.541666667,1
4Z4H,0.48,0.52,1
4Z4I,0.5,0.5,1
4Z7L,0.244444444,0.755555556,1
4ZDO,0,1,1
4ZDP,0,1,1
4ZLD,0.333333333,0.666666667,1
4ZLR,0.08,0.92,1
4ZT0,0.35,0.65,1
4ZT9,0.337209302,0.662790698,1
5A0T,0.296296296,0.703703704,1
5A0V,0.347826087,0.652173913,1
5A2Q,0.404255319,0.595744681,1
5A8L,0.275862069,0.724137931,1
5ADY,0.407725322,0.592274678,1
5AH5,0.176470588,0.823529412,1
5AJ3,0.294642857,0.705357143,1
5AKA,0.318181818,0.681818182,1
5AMQ,0.255319149,0.744680851,1
5AMR,0.259259259,0.740740741,1
5AN9,0.466666667,0.533333333,1
5ANB,0.414141414,0.585858586,1
5ANC,0.456692913,0.543307087,1
5AOR,0.32,0.68,1
5AOX,0.1,0.9,1
5AWH,0.448979592,0.551020408,1
5AXM,0.5,0.5,1
5AXN,0.428571429,0.571428571,1
5AXW,0.534883721,0.465116279,1
5B2O,0.529411765,0.470588235,1
5B2Q,0.5,0.5,1
5B2R,0.411764706,0.588235294,1
5B2S,0.411764706,0.588235294,1
5B2T,0.434782609,0.565217391,1
5B43,0.612244898,0.387755102,1
5B63,0.1875,0.8125,1
5BR8,0.486772487,0.513227513,1
5BS3,0.588235294,0.411764706,1
5BTE,0.25,0.75,1
5BUD,0.4,0.6,1
5BYM,0,1,1
5BZ1,0,1,1
5BZ5,0,1,1
5BZU,0,1,1
5BZV,0,1,1
5C3E,1,0,1
5C44,1,0,1
5C4A,1,0,1
5C4J,0.384615385,0.615384615,1
5C4X,0.833333333,0.166666667,1
5C9H,0.352941176,0.647058824,1
5CCB,0,1,1
5CCX,0,1,1
5CD1,0.115789474,0.884210526,1
5CD4,0.368421053,0.631578947,1
5CZZ,0.536585366,0.463414634,1
5D0A,1,0,1
5D0B,0.5,0.5,1
5D6G,0.5,0.5,1
5D8H,0.538461538,0.461538462,1
5DAR,0.4375,0.5625,1
5DCV,0.45,0.55,1
5DE5,0.678571429,0.321428571,1
5DE8,0.68,0.32,1
5DEA,0.666666667,0.333333333,1
5DET,0.25,0.75,1
5DM6,0.472868217,0.527131783,1
5DM7,0.468586387,0.531413613,1
5DNO,0.272727273,0.727272727,1
5DO4,0.363636364,0.636363636,1
5DTO,1,0,1
5DV7,0.5,0.5,1
5.00E+02,0.428571429,0.571428571,1
5.00E+08,0.2,0.8,1
5.00E+17,0.227272727,0.772727273,1
5.00E+18,0.222222222,0.777777778,1
5E3H,0.5,0.5,1
5E6M,0.05,0.95,1
5ED1,0.545454545,0.454545455,1
5ED2,0.5,0.5,1
5EEU,0.287234043,0.712765957,1
5EEV,0.285714286,0.714285714,1
5EEW,0.288659794,0.711340206,1
5EEX,0.28,0.72,1
